Manufacturer,Family,Type,Part,Core/Codename/Microarchitecture,# Cores,Die Size,Photo (die),License (die),Link (die),High Res Link,Floorplan image,License (floorplan),Link (floorplan),Notes
DEC,Alpha,CPU,21264,21264,1,,DEC-alpha_21264_die_shot.png,"Copyright, DEC",https://en.wikichip.org/wiki/File:alpha_21264_die_shot.png,,,,,
DEC,Alpha,CPU,21064A (EV45),,1,,Alpha_EV45_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,Alpha,CPU,21064 (EV4S),,1,,Alpha_EV4S_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,Alpha,CPU,21066-AA,,1,,dec-alpha-21066-aa.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
DEC,Alpha,CPU,21164(A) EV56,,1,,Alpha_EV56_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,Alpha,CPU,21164 (EV5),,1,,Alpha_EV5_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,CVAC,Memory controller,CMCTL (memory controller),,,,DEC_CMCTL_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,CVAX,SoC,,,,,DEC_CVAX_SoC_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,CVAX+,CPU,CVAX+ (DC580C),,1,,DEC_CVAX%2B_CPU_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,MicroVAX,CPU,MicroVAX 78032 (DC333R),,1,,DEC_MicroVAX_CPU_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,MicroVAX,FPU,MicroVAX 78132 (DC337C),,1,,DEC_MicroVAX_FPU_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,NVAX,CPU,,,,,DEC_NVAX_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,PDP-11,,F-11 control chip (DC303),,1,,DEC_F-11_Control_chip_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,PDP-11,,F-11 data chip (DC302),,1,,DEC_F-11_Data_chip_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,PDP-11,,J-11 control chip (DC335),,1,,DEC_J-11_Control_chip_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,PDP-11,,J-11 data chip (DC334),,1,,DEC_J-11_Data_chip_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,PDP-11,,J-11 FPA (DC321),,1,,DEC_J-11_FPA_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,PDP-11,,T-11 (DC310),,,,DEC_T-11_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,Rigel,Cache Controller,,,,,DEC_Rigel_Cache_Controller_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,Rigel,CPU,,,,,DEC_Rigel_CPU_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,Rigel,FPA,FPA,,,,DEC_Rigel_FPA_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,Rigel,Memory controller,Ghidra (memory controller),,,,DEC_Rigel_Ghidra_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,StrongARM,CPU,,,1,,,,,,dec-strongarm_die_shot.png,"Copyright, DEC, 1996",https://en.wikichip.org/,
DEC,,Graphics,78620 (DC510BB),,,,DEC_78620_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,,Graphics,78650 (DC526B),,,,DEC_78650_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,,Graphics,78680 video processor (DC502A) ,,,,DEC_78680_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,,Graphics,78690 video control (DC323C) ,,,,DEC_78690_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,,Graphics,ZLXp-L1 renderer (DC7350),,,,DEC_ZLXp-L1_renderer_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,,Network,SGEC,,,,DEC_SGEC_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
DEC,,,SSC,,,,DEC_SSC_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
ELAN,,MCU,EM78P153SPJ,,,,ELAN_EM78P153SPJ_0601M_BJC6122.jpg,"PD, Epop",https://commons.wikimedia.org/wiki/Special:ListFiles/Epop,,,,,
Espressif,ESP32,SoC,ESP32-S0WD,Xtensa LX6,1,,espressif_esp32-s0wd_s2_20x.jpg,"CC-BY-4.0, Ryan Cornateanu",https://siliconpr0n.org/archive/doku.php?id=ryancor:start,,,,,
Espressif,,SoC,ESP8266,Xtensa LX106,,,Espressif-ESP8266-HD.jpg,"CC-BY-3.0, Zeptobars",https://zeptobars.com/,,,,,
Fairchild,F8,CPU,3851,F8,1,,fairchild-3851_31289_acid.jpg,"CC-BY-3.0-unported,  Sean Riddle",http://web.archive.org/web/20150322061833/http://www.datalytixllc.com/psu/3851_31289_acid.jpg,,,,,
Fairchild,MicroFlame,CPU,F9445,,,,Fairchild_F9445_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Freescale,56k,DSP,MC56F82323,56800EX,,,freescale-MC56F82323VFM.jpg,"CC-BY-3.0, Zeptobars",https://zeptobars.com/,,,,,
Freescale,PowerPC 603e,CPU,MPC8245,,,,freescale-mpc8245-core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Freescale,STM32,,MCS52MTVMC,,,,freescale_mcs52mtvmc_mz_1000x.jpg,"CC-BY-4.0, h1kari",https://siliconpr0n.org/archive/doku.php?id=h1kari:start,,,,,
Freescale,,SoC,MC13224,ARM7TDMI-S,1,,freescale-MC13224.jpg,"CC BY 2.0, Travis Goodspeed",https://www.flickr.com/photos/travisgoodspeed/albums/72157625055541964,,,,,
Fujitsu,8086,Bus controller,MBL8089,,1,,Fujitsu_MBL8089_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Fujitsu,8088,CPU,MBL8088,,1,,Fujitsu_MBL8088_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Fujitsu,MCS-48,MCU,MBL8742H,,1,,Fujitsu_MBL8742H_die_shot.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Fujitsu,SPARC,CPU,MB86903-40,,1,,Fujitsu_MB86903_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Fujitsu,SPARC,Integer unit,MB86901A,,1,,Fujitsu_MB86901A_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Fujitsu,SPARC,Integer unit?,MB86931-40,,1,,Fujitsu_MB86931_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Fujitsu,SPARC64-IXfx,CPU,,,16,,,,,,Fujitsu-SPARC64-IXfx.png,"Copyright, Fujitsu",https://www.fujitsu.com/jp/documents/products/computing/servers/unix/sparc/events/2017/coolchips20/CoolChips20-rev8.pdf,
Fujitsu,SPARC64-VI,CPU,,,2,20.38x20.67mm^2,,,,,SPARC64-VI-die.jpg,"Copyright, Oracle",http://www.oracle.com/ocom/groups/public/@ocom/documents/webcontent/044518.pdf,
Fujitsu,SPARC64-VII,CPU,,,4,,,,,,SPARC64-VII-die.jpg,"Copyright, Oracle",http://www.oracle.com/ocom/groups/public/@ocom/documents/webcontent/044518.pdf,
Fujitsu,SPARC64-X+,CPU,,,16,,,,,,fujitsu-SPARC64-Xplus-die-layout.png,"Copyright, Fujitsu",https://www.fujitsu.com/global/Images/HC25.27.910-SPARC64.pdf,
Fujitsu,SPARC64-XIfx,CPU,,,32,,,,,,Fujitsu-SPARC64-XIfx-die-layout.png,"Copyright, Fujitsu",https://www.fujitsu.com/hk/Images/20140811hotchips26.pdf,
Fujitsu,SPARC64 XII,CPU,,,12,,,,,,fujitsu-sparc64xii-die.gif,"Copyright, Fujitsu",https://www.fujitsu.com/jp/products/computing/servers/unix/sparc/featurestories/technology/performance/processor/,
Fujitsu,SPARC64-XII,CPU,,,12,,,,,,fujitsu-SPARC64-XII-die-layout.png,"Copyright, Fujitsu",https://www.fujitsu.com/jp/documents/products/computing/servers/unix/sparc/events/2017/coolchips20/CoolChips20-rev8.pdf,
Fujitsu,"SPARC64 X, SPARC64 X+",CPU,,,16,,,,,,fujitsu-sparc64-X-die_tcm102-1955263.jpeg,"Copyright, Fujitsu",https://www.fujitsu.com/jp/products/computing/servers/unix/sparc/featurestories/technology/performance/processor/,
Fujitsu,SPARC 930 Series,CPU,MB86932,,1,,Fujitsu_MB86932_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
GeneralPlus,?’nSP,MCU,GPL162002A-003A-C,Sunplus ?’nSP,,,generalplus-gpl162002a-003a-c-die.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
GeneralPlus,?’nSP,MCU,GPL168001A-068A-C,Sunplus PU7967A-P69?,,,generalplus_gpl168001a-068a-c_mz_mit20x.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
GeneralPlus,,MCU,GPLB52A24A,,,,generalplus_gplb52a24a_mz_ns20x.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
GI,PICO,,GI250,,1,,GI-GI250_PICO1_die_photo.jpg,"CC-BY-3.0-unported,  Jamo spingal",https://commons.wikimedia.org/wiki/File:GI250_PICO1_die_photo.jpg,,,,,
GI,,DSP,DSP32010,,,,GI_DSP32010_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Giga Devices,,,GD32F103CBT6,Cortex-M3,,,Giga_Devices-GD32F103CBT6-Si-HD.jpg,"CC-BY-3.0, Zeptobars",https://zeptobars.com/,,,,,
GPS,ARM6,MCU,ARM610,ARM610,1,,GPS_ARM610_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Harris,286,CPU,80C286,,1,,Harris_80C286_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Hitachi,68000,CPU,68HC000,,1,,Hitachi_68HC000_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Hitachi,68000,DMA,68450,,,,Hitachi_68450_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Hitachi,180 Family,MCU,HD647180X,,1,,hitachi-hd647180x-die.jpg,"CC-BY-3.0, CapsOff",http://caps0ff.blogspot.com/2016/12/hd647180-19-58-102-terrific-toaplan.html,,,,,
Hitachi,,MCU,HD62001,,,,Hitachi_HD62001_microcontroller_top_metal_die_shot.jpg,"CC-BY-3.0,  Sean Riddle",http://seanriddledecap.blogspot.com/,,,,,
Hitachi,,,HD6417197,,,,hitachi-hd6417197-core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
Holtek,HT48,MCU,HT48C06,,1,,holtek_ht48c06_mz.jpg,"PD, Void",https://siliconpr0n.org/archive/doku.php?id=vold:start,,,,,
Holtek,HT49R50,,HT49R50A-1,,1,,HOLTEK_HT49R50A-1_A217K0092.jpg,"PD, Epop",https://commons.wikimedia.org/wiki/Special:ListFiles/Epop,,,,,
HP,Hybrid Processor,,AEC,,,,HP_Hybrid_Processor_AEC_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,Hybrid Processor,,BPC,,,,HP_Hybrid_Processor_BPC_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,Hybrid Processor,,EMC,,,,HP_Hybrid_Processor_EMC_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,Hybrid Processor,,IOC,,,,HP_Hybrid_Processor_IOC_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,Nanoprocessor,,1820-1692,,1,,HP_Nanoprocessor_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,PA-RISC,CPU,PA-7000 PCX-S,,1,,HP_PA-7000_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,PA-RISC,CPU,PA-7100,,1,,hp.PA-7100_tbird_die_shot.102652269.lg.jpg,"Copyright, HP",https://www.computerhistory.org/collections/catalog/102652269,,,,,
HP,PA-RISC,CPU,PA-7100LC PCX-L,,1,,HP_PA-7100LC_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,PA-RISC,CPU,PA-7150 PCX-T,,1,,HP_PA-7150_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,PA-RISC,CPU,PA-7200 PCX-T',,1,,HP_PA-7200_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,PA-RISC,CPU,PA-7300LC,,1,,hp.PA-7300lc_die_shot.102652260.lg.jpg,"Copyright, HP",https://www.computerhistory.org/collections/catalog/102652260,,,,,
HP,PA-RISC,CPU,PA-7300LC PCX-L2,,1,,HP_PA-7300LC_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,PA-RISC,CPU,PA-8500,,1,,HP_PA-8500_DSC00523_(35119492890).jpeg,"Creative Commons CC0 1.0 Universal Public Domain, Fritzchens Fritz",,,,,,
HP,PA-RISC,CPU,PA-8700,,1,,HP-PA-8700-core.jpg,"PD, Martijn Boer, https://www.flickr.com/photos/sic66/",,,,,,
HP,PA-RISC,CPU,PA-RISC Stirling,,1,,hp.pa-risc_stirling_cmos_risc_die_shot.ca1986.102652258.lq.jpg,"Copyright, HP",https://www.computerhistory.org/collections/catalog/102652258,,,,,
HP,,Bus controller,1AA6 PHI (GP-IB controller),,,,HP_1AA6_PHI_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,,Bus controller,1TL1 ABI (GP-IB controller),,,,HP_1TL1_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,,Graphics,1FJ1 Topcat,,,,HP_1FJ1_Topcat_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
HP,,,1AE8-6001,,,,HP_1AE8-6001_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Hudson Soft,,,HuC6270,,,,hudson_huc6270_mz_mit20x.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
IBM,BlueGene/L,SoC,BlueGene/L SoC (130nm),PowerPC 440,2,,ibm-BlueGene-L SoC with two PowerPC 440 cores and FPUs (130 nm)-ibm_flickr.jpg,"Copyright, IBM",http://web.archive.org/web/20190226163135/http://www.flickr.com/photos/ibm_media/2863006754/sizes/o/in/set-72157603320138054/,,,,,
IBM,POWER 10,CPU,,,,,ibm-POWER 10-ibm_newsroom.jpg,"Copyright, IBM",https://newsroom.ibm.com/download/POWER+10_06.jpg,,,,,
IBM,POWER3-II,CPU,POWER3-II prototype,,,,ibm-POWER3-II-die.jpg,"PD, Fritzchens Fritz",https://www.flickr.com/photos/130561288@N04/34695709933/in/album-72157650403404920/,,,,,
IBM,POWER6,CPU,,POWER6,,,ibm-power6.jpg,"Copyright, IBM",,,,,,
IBM,POWER7,CPU,,POWER7,,,ibm-power7-ibm-flicker.jpg,"Copyright, IBM",https://web.archive.org/web/20190226163046/http://www.flickr.com/photos/ibm_media/4337657207/sizes/o/in/set-72157623247679285/,,,,,
IBM,POWER7+,CPU,,POWER7+,,,,,,,ibm_power7_plus_die_shot-labeled.jpeg,"Copyright, IBM",,
IBM,POWER8,CPU,,POWER8,12,,ibm-power8_die_shot_(12-core).png,"Copyright, IBM",https://en.wikichip.org/,,,,,
IBM,z10,CPU,z10 (65nm),,,,ibm-z10 (65 nm)-ibm_flickr.jpg,"Copyright, IBM",http://web.archive.org/web/20190226163651/http://www.flickr.com/photos/ibm_media/2291626868/sizes/o/in/set-72157603320138054/,,,,,
IBM,z13s,CPU,,,,,ibm_z13s_cpu_mz_mit5x.jpg,"CC-BY, John McMaster, http://uvicrec.blogspot.com/",https://siliconpr0n.org/archive/doku.php?id=mcmaster:start,,,,,
IBM,z14,CPU,,,10,26.5 x 27.8 mm,ibm_z14_die_shot.png,"Copyright, IBM",https://en.wikichip.org/,,,,,
IBM,z15,CPU,,,12,25.3 mm x 27.5 mm,,,,,ibm-z15_cp_floorplan.png,"Copyright, IBM",https://en.wikichip.org/,
IBM,zEC12,CPU,zEC12 (32 nm),,6,,ibm-zEC12 (32 nm)-ibm_redbooks.jpg,,,,,"Copyright, IBM",http://www.redbooks.ibm.com/redbooks/pdfs/sg248049.pdf,
IDT,MIPS R3000,CPU,IDT79R3052E-40MJ,,1,,IDT-IDT79R3052E.jpg,"CC-BY-SA-4.0, Antoinebercovici",https://commons.wikimedia.org/w/index.php?title=Special:ListFiles/Antoinebercovici,,,,,
IDT,MIPS R3000,CPU,IDT79R3071-40MJ,,1,,IDT-IDT79R3071.jpg,"CC-BY-SA-4.0, Antoinebercovici",https://commons.wikimedia.org/w/index.php?title=Special:ListFiles/Antoinebercovici,,,,,
IDT,MIPS R3000,CPU,IDT79R3081-50MJ,,1,,IDT-IDT79R3081.jpg,"CC-BY-SA-4.0, Antoinebercovici",https://commons.wikimedia.org/w/index.php?title=Special:ListFiles/Antoinebercovici,,,,,
IDT,MIPS R3000,CPU,R3000AE,,1,,IDT_R3000AE_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
IDT,MIPS R4600,CPU,R4650,,1,,IDT_R4650_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
IDT,MIPS R4600,CPU,,,1,,IDT_R4600_die2.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
IDT,MIPS R4600,CPU,,,1,,IDT_R4600_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
IDT,MIPS R4700,CPU,RV4700,,1,,IDT_RV4700_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
IDT,WinChip,CPU,"WinChip 2A, W2A-3DEE233GTA",,1,,IDT_WinChip_2A_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
IDT,WinChip,CPU,"WinChip C6. C6-PSME225GA (C6, 225 Mhz)",,1,,IDT_WinChip_C6_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
IIT,286,FPU,2C87-16 (80287),,1,,IIT_2C87_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
IIT,386,FPU,3C87-33 (387),,1,,IIT_3C87_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Inmos,Transputer,CPU,IMST400-G20S,,1,,Inmos_T400_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Inmos,Transputer,CPU,IMST425-G20S,,1,,Inmos_T425_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Inmos,Transputer,CPU,IMS T800-20,,1,,inmos-t800-20-die-inmos.com.jpg,"Copyright, Inmos",http://inmos.com/images/index.html,,,,,
Inmos,Transputer,CPU,IMS T9000,,1,,inmos-T9000-die-inmos.com.jpg,"Copyright, Inmos",http://inmos.com/images/index.html,,,,,
Inmos,Transputer,CPU,MST225-G20SC,,1,,Inmos_T225_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Inmos,Transputer,FPU,IMST805-G30S,,1,,Inmos_T805_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Inmos,,Bus Switch,IMS B104,,,,inmos-c104-die-inmos.com.jpg,"Copyright, Inmos",http://inmos.com/images/index.html,,,,,
Inmos,,DSP,IMS A100,,1,,inmos-A100-die.inmos.com.jpg,"Copyright, Inmos",http://inmos.com/images/index.html,,,,,
Inmos,,Graphics,IMS G171,,,,inmos-G171-die-inmos.com.jpg,"Copyright, Inmos",http://inmos.com/images/index.html,,,,,
Inmos,,RAMDAC,IMS G171S,,,,Inmos_IMSG171S_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,186,CPU,80186,,1,,Intel_80186_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,186,CPU,80C186,,1,,Intel_80C186_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,186,CPU,80C186EB,,1,,Intel_80C186EB_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,186,CPU,80C186XL,,1,,Intel_80C186XL_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,286,CPU,80286,,1,,Intel_80286_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,286,CPU,80286,,1,,Intel_80286_early_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,286,CPU,80286,,1,,Intel_80286_late_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,286,FPU,80287,,1,,Intel_80287_die3.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,286,FPU,C80287-3,,1,,Intel_80287_early_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,286,FPU,C80287XL,,1,,Intel_80287XL_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,286,FPU,D80287-8,,1,,Intel_80287_die.jpg,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,386,Cache controller,82395DX (cache controller),,,,Intel_82395DX_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,386,CPU,80386,,1,,Intel_80386_SX_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,386,CPU,80386CX,,1,,intel-80386CX.jpg,"CC-BY-SA-3.0, lhfjames",https://commons.wikimedia.org/wiki/File%3ADie_of_80386CX.jpg,,,,,
Intel,386,CPU,80386DX,,1,,Intel_80386_DX_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,386,CPU,80386DX IV,,1,,Intel_80386_IV_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,386,FPU,A80387DX 16-33,,1,,Intel_80387_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,386,FPU,A80387DX-20 SX105,,1,,Intel_80387_early_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,386,Memory controller,82385 (cache controller),,,,Intel_82385_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,486,CPU,80486 DX2-66 (SX750),P24,1,,Intel_80486_DX2_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,486,CPU,"80486 DX2-66 (SX955, SL enhanced)",P24S,1,,Intel_80486_DX2_P24S_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,486,CPU,80486 DX4-100 (SK096 with write-back cache),,1,,Intel_80486DX4_%26EW_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
Intel,486,CPU,80486 DX4-100 (SX900 with write-through cache),,1,,Intel_80486DX4_%26E_die.JPG,"CC-BY-3.0, Pauli Rautakorpi",https://commons.wikimedia.org/wiki/User:Birdman86,,,,,
