Manufacturer,Family,S-Spec number,Speed,Bus speed,L2 cache size,Package type,Part number,Alternative part number 1,Alternative part number 2,Alternative part number 3,Alternative part number 4,Alternative part number 5,Alternative part number 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5
Intel,80486 overdrive,Q695,66MHz,33MHz,,CPGA,ODP486-33,,,,,,,http://www.cpu-world.com/sspec/Q6/Q695.html,,,,
Intel,80486 overdrive,SU001,75MHz,25MHz,,CPGA,DX4ODP75,,,,,,,http://www.cpu-world.com/sspec/SU/SU001.html,,,,
Intel,80486 overdrive,SU002,100MHz,33MHz,,CPGA,DX4ODP100,,,,,,,http://www.cpu-world.com/sspec/SU/SU002.html,,,,
Intel,80486 overdrive,SU003,75MHz,25MHz,,CPGA,DX4ODPR75,,,,,,,http://www.cpu-world.com/sspec/SU/SU003.html,,,,
Intel,80486 overdrive,SU004,100MHz,33MHz,,CPGA,DX4ODPR100,,,,,,,http://www.cpu-world.com/sspec/SU/SU004.html,,,,
Intel,80486 overdrive,SZ635,40MHz,20MHz,,CPGA,ODP486SX-20,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ635.html,,,,
Intel,80486 overdrive,SZ675,40MHz,20MHz,,CPGA,ODP486SX-20,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ675.html,,,,
Intel,80486 overdrive,SZ676,50MHz,25MHz,,CPGA,ODP486SX-25,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ676.html,,,,
Intel,80486 overdrive,SZ678,50MHz,25MHz,,CPGA,ODPR486DX-25,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ678.html,,,,
Intel,80486 overdrive,SZ690,66MHz,33MHz,,CPGA,ODPR486DX-33,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ690.html,,,,
Intel,80486 overdrive,SZ697,50MHz,25MHz,,CPGA,ODPR486DX-25,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ697.html,,,,
Intel,80486 overdrive,SZ698,66MHz,33MHz,,CPGA,ODPR486DX-33,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ698.html,,,,
Intel,80486 overdrive,SZ699,40MHz,20MHz,,CPGA,ODP486SX-20,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ699.html,,,,
Intel,80486 overdrive,SZ800,50MHz,25MHz,,CPGA,ODP486SX-25,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ800.html,,,,
Intel,80486 overdrive,SZ801,66MHz,33MHz,,CPGA,ODP486SX-33,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ801.html,,,,
Intel,80486 overdrive,SZ802,66MHz,33MHz,,CPGA,ODP486DX-33,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ802.html,,,,
Intel,80486 overdrive,SZ873,40MHz,20MHz,,CPGA,ODP486SX-20,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ873.html,,,,
Intel,80486 overdrive,SZ874,50MHz,25MHz,,CPGA,ODP486SX-25,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ874.html,,,,
Intel,80486 overdrive,SZ875,66MHz,33MHz,,CPGA,ODP486SX-33,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ875.html,,,,
Intel,80486 overdrive,SZ876,66MHz,33MHz,,CPGA,ODP486DX-33,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ876.html,,,,
Intel,80486 overdrive,SZ877,50MHz,25MHz,,CPGA,ODPR486DX-25,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ877.html,,,,
Intel,80486 overdrive,SZ878,66MHz,33MHz,,CPGA,ODPR486DX-33,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ878.html,,,,
Intel,80486 overdrive,SZ901,50MHz,25MHz,,CPGA,SX2ODP50,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ901.html,,,,
Intel,80486 overdrive,SZ902,50MHz,25MHz,,CPGA,DX2ODP50,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ902.html,,,,
Intel,80486 overdrive,SZ903,66MHz,33MHz,,CPGA,DX2ODP66,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ903.html,,,,
Intel,80486 overdrive,SZ904,66MHz,33MHz,,CPGA,DX2ODPR66,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ904.html,,,,
Intel,80486 overdrive,SZ908,50MHz,25MHz,,CPGA,DX2ODPR50,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ908.html,,,,
Intel,80486 overdrive,SZ923,75MHz,25MHz,,CPGA,DX4ODP75,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ923.html,,,,
Intel,80486 overdrive,SZ924,100MHz,33MHz,,CPGA,DX4ODP100,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ924.html,,,,
Intel,80486 overdrive,SZ925,75MHz,25MHz,,CPGA,DX4ODPR75,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ925.html,,,,
Intel,80486 overdrive,SZ926,100MHz,33MHz,,CPGA,DX4ODPR100,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ926.html,,,,
Intel,80486 overdrive,SZ932,50MHz,25MHz,,CPGA,DX2ODP50,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ932.html,,,,
Intel,80486 overdrive,SZ933,66MHz,33MHz,,CPGA,DX2ODP66,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ933.html,,,,
Intel,80486 overdrive,SZ934,50MHz,25MHz,,CPGA,DX2ODPR50,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ934.html,,,,
Intel,80486 overdrive,SZ935,66MHz,33MHz,,CPGA,DX2ODPR66,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ935.html,,,,
Intel,80486 overdrive,SZ956,75MHz,25MHz,,CPGA,DX4ODP75,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ956.html,,,,
Intel,80486 overdrive,SZ957,100MHz,33MHz,,CPGA,DX4ODP100,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ957.html,,,,
Intel,80486 overdrive,SZ958,75MHz,25MHz,,CPGA,DX4ODPR,DX4ODPR75,,,,,,http://www.cpu-world.com/sspec/SZ/SZ958.html,,,,
Intel,80486 overdrive,SZ959,100MHz,33MHz,,CPGA,DX4ODPR100,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ959.html,,,,
Intel,Atom,QAYE,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050503,,,,,,,http://www.cpu-world.com/sspec/QA/QAYE.html,,,,
Intel,Atom,QAYG,1.6GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050706,,,,,,,http://www.cpu-world.com/sspec/QA/QAYG.html,,,,
Intel,Atom,QB0V,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101055400,,,,,,,http://www.cpu-world.com/sspec/QB/QB0V.html,,,,
Intel,Atom,QB0W,2.133GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101055647,,,,,,,http://www.cpu-world.com/sspec/QB/QB0W.html,,,,
Intel,Atom,QB0X,2.133GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101055647,,,,,,,http://www.cpu-world.com/sspec/QB/QB0X.html,,,,
Intel,Atom,QB0Y,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050503,,,,,,,http://www.cpu-world.com/sspec/QB/QB0Y.html,,,,
Intel,Atom,QB0Z,1.6GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050706,,,,,,,http://www.cpu-world.com/sspec/QB/QB0Z.html,,,,
Intel,Atom,QC36,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101211300,,,,,,,http://www.cpu-world.com/sspec/QC/QC36.html,,,,
Intel,Atom,QC3C,1.7GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101064907,,,,,,,http://www.cpu-world.com/sspec/QC/QC3C.html,,,,
Intel,Atom,QC3E,2GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050506,,,,,,,http://www.cpu-world.com/sspec/QC/QC3E.html,,,,
Intel,Atom,QCY8,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101211300,,,,,,,http://www.cpu-world.com/sspec/QC/QCY8.html,,,,
Intel,Atom,QCYA,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101055400,,,,,,,http://www.cpu-world.com/sspec/QC/QCYA.html,,,,
Intel,Atom,QCYB,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050503,,,,,,,http://www.cpu-world.com/sspec/QC/QCYB.html,,,,
Intel,Atom,QCYC,1.6GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050706,,,,,,,http://www.cpu-world.com/sspec/QC/QCYC.html,,,,
Intel,Atom,QDTB,1.6GHz,533MHz,512KiB,micro-FCBGA8,AU80586GE025512,,,,,,,http://www.cpu-world.com/sspec/QD/QDTB.html,,,,
Intel,Atom,QDTD,1.6GHz,533MHz,512KiB,micro-FCBGA8,AU80586GE025512,,,,,,,http://www.cpu-world.com/sspec/QD/QDTD.html,,,,
Intel,Atom,QGZR,1.6GHz,533MHz,512KiB,437-ball micro-FCBGA8,AU80586RE025512,,,,,,,http://www.cpu-world.com/sspec/QG/QGZR.html,,,,
Intel,Atom,QGZT,1.6GHz,533MHz,512KiB,micro-FCBGA8,AU80586GE025512,,,,,,,http://www.cpu-world.com/sspec/QG/QGZT.html,,,,
Intel,Atom,QKGY,1.6GHz,533MHz,1024KiB,437-ball micro-FCBGA8,AU80587RE0251M,,,,,,,http://www.cpu-world.com/sspec/QK/QKGY.html,,,,
Intel,Atom,QKPY,1.667GHz,667MHz,512KiB,micro-FCBGA8,AU80586GF028512,,,,,,,http://www.cpu-world.com/sspec/QK/QKPY.html,,,,
Intel,Atom,QP7L,1GHz, ,512KiB,676-ball FC-BGA8,CT80618005841AA,,,,,,,http://www.cpu-world.com/sspec/QP/QP7L.html,,,,
Intel,Atom,QP7M,1.3GHz, ,512KiB,676-ball FC-BGA8,CT80618003201AA,,,,,,,http://www.cpu-world.com/sspec/QP/QP7M.html,,,,
Intel,Atom,QP7Q,1GHz, ,512KiB,676-ball FC-BGA8,CT80618005841AB,,,,,,,http://www.cpu-world.com/sspec/QP/QP7Q.html,,,,
Intel,Atom,QP7R,1.3GHz, ,512KiB,676-ball FC-BGA8,CT80618003201AB,,,,,,,http://www.cpu-world.com/sspec/QP/QP7R.html,,,,
Intel,Atom,SLB2C,1.1GHz,400MHz,512KiB,micro-FCBGA8,AC80566UC005DE,,,,,,,http://www.cpu-world.com/sspec/SL/SLB2C.html,,,,
Intel,Atom,SLB2H,1.333GHz,533MHz,512KiB,micro-FCBGA8,AC80566UE014DW,,,,,,,http://www.cpu-world.com/sspec/SL/SLB2H.html,,,,
Intel,Atom,SLB2M,1.867GHz,533MHz,512KiB,micro-FCBGA8,AC80566UE036DW,,,,,,,http://www.cpu-world.com/sspec/SL/SLB2M.html,,,,
Intel,Atom,SLB6P,1.6GHz,533MHz,512KiB,micro-FCBGA8,AC80566UE025DW,,,,,,,http://www.cpu-world.com/sspec/SL/SLB6P.html,,,,
Intel,Atom,SLB6Q,0.8GHz,400MHz,512KiB,micro-FCBGA8,AC80566UC800DE,,,,,,,http://www.cpu-world.com/sspec/SL/SLB6Q.html,,,,
Intel,Atom,SLB6Z,1.6GHz,533MHz,512KiB,437-ball micro-FCBGA8,AU80586RE025D,,,,,,,http://www.cpu-world.com/sspec/SL/SLB6Z.html,,,,
Intel,Atom,SLB73,1.6GHz,533MHz,512KiB,micro-FCBGA8,AU80586GE025D,,,,,,,http://www.cpu-world.com/sspec/SL/SLB73.html,,,,
Intel,Atom,SLBLA,1.667GHz, ,1024KiB,micro-FCBGA8,AU80610004392AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBLA.html,,,,
Intel,Atom,SLBMF,1.833GHz, ,512KiB,micro-FCBGA8,AU80610003495AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBMF.html,,,,
Intel,Atom,SLBMG,1.667GHz, ,512KiB,micro-FCBGA8,AU80610004653AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBMG.html,,,,
Intel,Atom,SLBMH,1.667GHz, ,512KiB,micro-FCBGA8,AU80610004671AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBMH.html,,,,
Intel,Atom,SLBX5,1.833GHz, ,512KiB,micro-FCBGA8,AU80610006240AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBX5.html,,,,
Intel,Atom,SLBX9,1.667GHz, ,512KiB,micro-FCBGA8,AU80610006237AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBX9.html,,,,
Intel,Atom,SLBXC,1.8GHz, ,1024KiB,micro-FCBGA8,AU80610006225AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBXC.html,,,,
Intel,Atom,SLBXD,1.8GHz, ,512KiB,micro-FCBGA8,AU80610006252AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBXD.html,,,,
Intel,Atom,SLBXE,1.667GHz, ,1024KiB,559-ball micro-FCBGA8,AU80610006243AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBXE.html,,,,
Intel,Atom,SLBXF,1.5GHz, ,1024KiB,micro-FCBGA8,AU80610006291AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBXF.html,,,,
Intel,Atom,SLBZD,1.5GHz, ,512KiB,518-ball micro-FCBGA,AY80609003987AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLBZD.html,,,,
Intel,Atom,SLBZE,0.9GHz, ,512KiB,518-ball micro-FCBGA,AY80609003996AC,,,,,,,http://www.cpu-world.com/sspec/SL/SLBZE.html,,,,
Intel,Atom,SLBZL,1.2GHz, ,512KiB,518-ball micro-FCBGA,AY80609005802AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBZL.html,,,,
Intel,Atom,SLBZN,0.9GHz, ,512KiB,518-ball micro-FCBGA,AY80609003042AC,,,,,,,http://www.cpu-world.com/sspec/SL/SLBZN.html,,,,
Intel,Atom,SLBZP,0.8GHz, ,512KiB,518-ball micro-FCBGA,AY80609004002AC,,,,,,,http://www.cpu-world.com/sspec/SL/SLBZP.html,,,,
Intel,Atom,SLBZQ,0.8GHz, ,512KiB,518-ball micro-FCBGA,AY80609005793AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLBZQ.html,,,,
Intel,Atom,SLC2P,1.5GHz, ,512KiB, ,AY80609007293AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLC2P.html,,,,
Intel,Atom,SLC2Q,1.2GHz, ,512KiB, ,AY80609007296AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLC2Q.html,,,,
Intel,Atom,SLC3C,1GHz, ,512KiB,518-ball micro-FCBGA,AY80609005805AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLC3C.html,,,,
Intel,Atom,SLG9Y,1.6GHz,533MHz,1024KiB,micro-FCBGA8,AU80587RE0251M,,,,,,,http://www.cpu-world.com/sspec/SL/SLG9Y.html,,,,
Intel,Atom,SLGL9,1.667GHz,667MHz,512KiB,micro-FCBGA8,AU80586GF028D,,,,,,,http://www.cpu-world.com/sspec/SL/SLGL9.html,,,,
Intel,Atom,SLGMG,0.8GHz,400MHz,512KiB,micro-FCBGA8,AC80566UC009DV,,,,,,,http://www.cpu-world.com/sspec/SL/SLGMG.html,,,,
Intel,Atom,SLGPN,1.6GHz,533MHz,512KiB,micro-FCBGA8,CH80566EE025DW,,,,,,,http://www.cpu-world.com/sspec/SL/SLGPN.html,,,,
Intel,Atom,SLGPP,1.333GHz,533MHz,512KiB,micro-FCBGA8,CH80566EE014DT,,,,,,,http://www.cpu-world.com/sspec/SL/SLGPP.html,,,,
Intel,Atom,SLGPQ,1.1GHz,400MHz,512KiB,micro-FCBGA8,CH80566EC005DW,,,,,,,http://www.cpu-world.com/sspec/SL/SLGPQ.html,,,,
Intel,Atom,SLGPR,1.1GHz,400MHz,512KiB,micro-FCBGA8,CH80566EC005DT,,,,,,,http://www.cpu-world.com/sspec/SL/SLGPR.html,,,,
Intel,Atom,SLGPT,2GHz,533MHz,512KiB,micro-FCBGA8,AC80566UE041DW,,,,,,,http://www.cpu-world.com/sspec/SL/SLGPT.html,,,,
Intel,Atom,SLH54,1.3GHz, ,512KiB,676-ball FC-BGA8,CT80618003201AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLH54.html,,,,
Intel,Atom,SLH55,1GHz, ,512KiB,676-ball FC-BGA8,CT80618005841AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLH55.html,,,,
Intel,Atom,SLH56,0.6GHz, ,512KiB,676-ball FC-BGA8,CT80618005844AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLH56.html,,,,
Intel,Atom,SLH5L,1.3GHz, ,512KiB,676-ball FC-BGA8,CT80618003201AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLH5L.html,,,,
Intel,Atom,SLH5M,1GHz, ,512KiB,676-ball FC-BGA8,CT80618005841AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLH5M.html,,,,
Intel,Atom,SLH5N,0.6GHz, ,512KiB,676-ball FC-BGA8,CT80618005844AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLH5N.html,,,,
Intel,Atom,SLH63,2.133GHz,533MHz,512KiB,micro-FCBGA8,AC80566UE046DW,,,,,,,http://www.cpu-world.com/sspec/SL/SLH63.html,,,,
Intel,Atom,SLH94,1.6GHz, ,512KiB,676-ball FC-BGA8,CT80618007035AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLH94.html,,,,
Intel,Atom,SLH95,1.6GHz, ,512KiB,676-ball FC-BGA8,CT80618007035AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLH95.html,,,,
Intel,Atom,SLH9H,1.3GHz, ,512KiB,1466-ball FC-BGA8,CY80632007224AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9H.html,,,,
Intel,Atom,SLH9J,1GHz, ,512KiB,1466-ball FC-BGA8,CY80632007221AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9J.html,,,,
Intel,Atom,SLH9K,0.6GHz, ,512KiB,1466-ball FC-BGA8,CY80632007227AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9K.html,,,,
Intel,Atom,SLH9X,1.3GHz, ,512KiB,1466-ball FC-BGA8,CY80632007224AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9X.html,,,,
Intel,Atom,SLH9Y,1GHz, ,512KiB,1466-ball FC-BGA8,CY80632007221AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9Y.html,,,,
Intel,Atom,SLH9Z,0.6GHz, ,512KiB,1466-ball FC-BGA8,CY80632007227AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9Z.html,,,,
Intel,Atom,SLJ33,1GHz, ,512KiB,676-ball FC-BGA8,CT80618005841AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLJ33.html,,,,
Intel,Atom,SLJ34,1.3GHz, ,512KiB,676-ball FC-BGA8,CT80618003201AA,,,,,,,http://www.cpu-world.com/sspec/SL/SLJ34.html,,,,
Intel,Atom,SLJ37,1GHz, ,512KiB,676-ball FC-BGA8,CT80618005841AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLJ37.html,,,,
Intel,Atom,SLJ38,1.3GHz, ,512KiB,676-ball FC-BGA8,CT80618003201AB,,,,,,,http://www.cpu-world.com/sspec/SL/SLJ38.html,,,,
Intel,Atom,SR0D8,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101055400,,,,,,,http://www.cpu-world.com/sspec/SR/SR0D8.html,,,,
Intel,Atom,SR0D9,2.133GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101055647,,,,,,,http://www.cpu-world.com/sspec/SR/SR0D9.html,,,,
Intel,Atom,SR0DA,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050503,,,,,,,http://www.cpu-world.com/sspec/SR/SR0DA.html,,,,
Intel,Atom,SR0DB,1.6GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050706,,,,,,,http://www.cpu-world.com/sspec/SR/SR0DB.html,,,,
Intel,Atom,SR0PR,1.3GHz, ,512KiB,617-ball FC-BGA,DG8064001211503,,,,,,,http://www.cpu-world.com/sspec/SR/SR0PR.html,,,,
Intel,Atom,SR0QB,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101211300,,,,,,,http://www.cpu-world.com/sspec/SR/SR0QB.html,,,,
Intel,Atom,SR0VY,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101211300,,,,,,,http://www.cpu-world.com/sspec/SR/SR0VY.html,,,,
Intel,Atom,SR0W0,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101055400,,,,,,,http://www.cpu-world.com/sspec/SR/SR0W0.html,,,,
Intel,Atom,SR0W1,1.867GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050503,,,,,,,http://www.cpu-world.com/sspec/SR/SR0W1.html,,,,
Intel,Atom,SR0W2,1.6GHz, ,1024KiB,559-ball micro-FCBGA11,DF8064101050706,,,,,,,http://www.cpu-world.com/sspec/SR/SR0W2.html,,,,
Intel,Celeron,Q1JW,2000MHz,800MHz,512KiB,775-land FC-LGA6,HH80557AG041512,HH80557BG041512,HH80557RG041512,,,,,http://www.cpu-world.com/sspec/Q1/Q1JW.html,,,,
Intel,Celeron,Q2GK,1867MHz,1066MHz,512KiB,771-land FC-LGA6,HH80556KH036512,HH80556KH036D,,,,,,http://www.cpu-world.com/sspec/Q2/Q2GK.html,,,,
Intel,Celeron,Q2JY,2200MHz,800MHz,512KiB,775-land FC-LGA,HH80557RG049512,,,,,,,http://www.cpu-world.com/sspec/Q2/Q2JY.html,,,,
Intel,Celeron,Q443,266MHz,66MHz,0KiB,SEPP, ,,,,,,,http://www.cpu-world.com/sspec/Q4/Q443.html,,,,
Intel,Celeron,Q525,266MHz,66MHz,0KiB,SEPP, ,,,,,,,http://www.cpu-world.com/sspec/Q5/Q525.html,,,,
Intel,Celeron,Q618,333MHz,66MHz,128KiB,SEPP, ,,,,,,,http://www.cpu-world.com/sspec/Q6/Q618.html,,,,
Intel,Celeron,Q827,366MHz,66MHz,128KiB,370-pin PPGA,FV80524RX366128,,,,,,,http://www.cpu-world.com/sspec/Q8/Q827.html,,,,
Intel,Celeron,Q844,366MHz,66MHz,128KiB,SEPP, ,,,,,,,http://www.cpu-world.com/sspec/Q8/Q844.html,,,,
Intel,Celeron,Q867,350MHz,100MHz,128KiB,370-pin PPGA,FV80524RZ350128,,,,,,,http://www.cpu-world.com/sspec/Q8/Q867.html,,,,
Intel,Celeron,Q921,366MHz,66MHz,128KiB,370-pin PPGA,FV80524RX366128,,,,,,,http://www.cpu-world.com/sspec/Q9/Q921.html,,,,
Intel,Celeron,Q958,400MHz,66MHz,128KiB,370-pin PPGA,FV80524RX400128,,,,,,,http://www.cpu-world.com/sspec/Q9/Q958.html,,,,
Intel,Celeron,Q959,433MHz,66MHz,128KiB,370-pin PPGA,FV80524RX433128,,,,,,,http://www.cpu-world.com/sspec/Q9/Q959.html,,,,
Intel,Celeron,QA44,433MHz,66MHz,128KiB,SEPP, ,,,,,,,http://www.cpu-world.com/sspec/QA/QA44.html,,,,
Intel,Celeron,QAM8,800MHz,100MHz,128KiB,370-pin FC-PGA,RB80526RY800128,,,,,,,http://www.cpu-world.com/sspec/QA/QAM8.html,,,,
Intel,Celeron,QB11,466MHz,66MHz,128KiB,370-pin PPGA,FV80524RX466128,,,,,,,http://www.cpu-world.com/sspec/QB/QB11.html,,,,
Intel,Celeron,QBB9,766MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX766128,,,,,,,http://www.cpu-world.com/sspec/QB/QBB9.html,,,,
Intel,Celeron,QBC6,850MHz,100MHz,128KiB,370-pin FC-PGA,RB80526RY850128,,,,,,,http://www.cpu-world.com/sspec/QB/QBC6.html,,,,
Intel,Celeron,QD27,500MHz,66MHz,128KiB,370-pin PPGA,FV80524RX500128,,,,,,,http://www.cpu-world.com/sspec/QD/QD27.html,,,,
Intel,Celeron,QER1,850MHz,100MHz,128KiB,370-pin FC-PGA,RB80526RY850128,,,,,,,http://www.cpu-world.com/sspec/QE/QER1.html,,,,
Intel,Celeron,QEY3,900MHz,100MHz,128KiB,370-pin FC-PGA,RB80526RY900128,,,,,,,http://www.cpu-world.com/sspec/QE/QEY3.html,,,,
Intel,Celeron,QG11,533MHz,66MHz,128KiB,370-pin PPGA,FV80524RX533128,,,,,,,http://www.cpu-world.com/sspec/QG/QG11.html,,,,
Intel,Celeron,QHB6,950MHz,100MHz,128KiB,370-pin FC-PGA,RB80526RY950128,,,,,,,http://www.cpu-world.com/sspec/QH/QHB6.html,,,,
Intel,Celeron,QHF3,1200MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY009256,,,,,,,http://www.cpu-world.com/sspec/QH/QHF3.html,,,,
Intel,Celeron,QHF7,1100MHz,100MHz,128KiB,370-pin FC-PGA,RB80526RY005128,,,,,,,http://www.cpu-world.com/sspec/QH/QHF7.html,,,,
Intel,Celeron,QIC9,1300MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY013256,,,,,,,http://www.cpu-world.com/sspec/QI/QIC9.html,,,,
Intel,Celeron,QID2,1400MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY017256,,,,,,,http://www.cpu-world.com/sspec/QI/QID2.html,,,,
Intel,Celeron,QJT3,1900MHz,400MHz,128KiB,478-pin FC-PGA2,RK80531RC037128,,,,,,,http://www.cpu-world.com/sspec/QJ/QJT3.html,,,,
Intel,Celeron,QJT4,1800MHz,400MHz,128KiB,478-pin FC-PGA2,80531RC1.8G128,,,,,,,http://www.cpu-world.com/sspec/QJ/QJT4.html,,,,
Intel,Celeron,QJT5,1700MHz,400MHz,128KiB,478-pin FC-PGA2,RK80531RC029128,,,,,,,http://www.cpu-world.com/sspec/QJ/QJT5.html,,,,
Intel,Celeron,QKE0,1400MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY017256,,,,,,,http://www.cpu-world.com/sspec/QK/QKE0.html,,,,
Intel,Celeron,QLS5,1200MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY009256,,,,,,,http://www.cpu-world.com/sspec/QL/QLS5.html,,,,
Intel,Celeron,QME2,1100MHz,100MHz,256KiB,370-pin FC-PGA2,RK80530RY005256,,,,,,,http://www.cpu-world.com/sspec/QM/QME2.html,,,,
Intel,Celeron,QPF7,2000MHz,400MHz,128KiB,478-pin FC-PGA2,80532RC041128,,,,,,,http://www.cpu-world.com/sspec/QP/QPF7.html,,,,
Intel,Celeron,QPH9,1800MHz,400MHz,128KiB,478-pin FC-PGA2,80534RC033128,,,,,,,http://www.cpu-world.com/sspec/QP/QPH9.html,,,,
Intel,Celeron,QQSB,2400MHz,800MHz,512KiB,775-land FC-LGA,HH80557RG056512,,,,,,,http://www.cpu-world.com/sspec/QQ/QQSB.html,,,,
Intel,Celeron,QR01,533MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX533128,,,,,,,http://www.cpu-world.com/sspec/QR/QR01.html,,,,
Intel,Celeron,QR02,566MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX566128,,,,,,,http://www.cpu-world.com/sspec/QR/QR02.html,,,,
Intel,Celeron,QR03,600MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX600128,,,,,,,http://www.cpu-world.com/sspec/QR/QR03.html,,,,
Intel,Celeron,QT02,633MHz,66MHz,128KiB,370-pin FC-PGA,RB80526RX633128,,,,,,,http://www.cpu-world.com/sspec/QT/QT02.html,,,,
