Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Architecture,Data Bus (ext),Address Bus,Frequency Min,Frequency Max/Typ,Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data associativity,L1 instruction cache,L1 instruction associativity,L1 unified cache,L1 unified associativity,L2 cache,L2 associativity,L3 cache,L3 associativity,Boot ROM,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die Size,Empty,Empty,Empty,Empty,Vcc range,Vcc(typ),Empty,Vcc(secondary),Vcc(tertiary),Vcc(core),Vcc(I/O),Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,Empty,Empty,Empty,Empty,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8
Intel,Atom,CH80566EE014DT SLGPP,,,,,,,,,,,,,,,,,,,,,,1.333GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,uFCBGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLGPP.html,,,,,,,
Intel,Atom,CH80566EE025DW SLGPN,,,,,,,,,,,,,,,,,,,,,,1.6GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,uFCBGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLGPN.html,,,,,,,
Intel,Atom,CT80618003201AA QP7M,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QP/QP7M.html,,,,,,,
Intel,Atom,CT80618003201AA SLH54,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH54.html,,,,,,,
Intel,Atom,CT80618003201AA SLJ34,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLJ34.html,,,,,,,
Intel,Atom,CT80618003201AB QP7R,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QP/QP7R.html,,,,,,,
Intel,Atom,CT80618003201AB SLH5L,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH5L.html,,,,,,,
Intel,Atom,CT80618003201AB SLJ38,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLJ38.html,,,,,,,
Intel,Atom,CT80618005841AA QP7L,,,,,,,,,,,,,,,,,,,,,,1GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QP/QP7L.html,,,,,,,
Intel,Atom,CT80618005841AA SLH55,,,,,,,,,,,,,,,,,,,,,,1GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH55.html,,,,,,,
Intel,Atom,CT80618005841AA SLJ33,,,,,,,,,,,,,,,,,,,,,,1GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLJ33.html,,,,,,,
Intel,Atom,CT80618005841AB QP7Q,,,,,,,,,,,,,,,,,,,,,,1GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QP/QP7Q.html,,,,,,,
Intel,Atom,CT80618005841AB SLH5M,,,,,,,,,,,,,,,,,,,,,,1GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH5M.html,,,,,,,
Intel,Atom,CT80618005841AB SLJ37,,,,,,,,,,,,,,,,,,,,,,1GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLJ37.html,,,,,,,
Intel,Atom,CT80618005844AA SLH56,,,,,,,,,,,,,,,,,,,,,,0.6GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH56.html,,,,,,,
Intel,Atom,CT80618005844AB SLH5N,,,,,,,,,,,,,,,,,,,,,,0.6GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH5N.html,,,,,,,
Intel,Atom,CT80618007035AA SLH94,,,,,,,,,,,,,,,,,,,,,,1.6GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH94.html,,,,,,,
Intel,Atom,CT80618007035AB SLH95,,,,,,,,,,,,,,,,,,,,,,1.6GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,676-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH95.html,,,,,,,
Intel,Atom,CY80632007221AA SLH9J,,,,,,,,,,,,,,,,,,,,,,1GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,1466-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9J.html,,,,,,,
Intel,Atom,CY80632007221AB SLH9Y,,,,,,,,,,,,,,,,,,,,,,1GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,1466-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9Y.html,,,,,,,
Intel,Atom,CY80632007224AA SLH9H,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,1466-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9H.html,,,,,,,
Intel,Atom,CY80632007224AB SLH9X,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,1466-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9X.html,,,,,,,
Intel,Atom,CY80632007227AA SLH9K,,,,,,,,,,,,,,,,,,,,,,0.6GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,1466-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9K.html,,,,,,,
Intel,Atom,CY80632007227AB SLH9Z,,,,,,,,,,,,,,,,,,,,,,0.6GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,1466-ball FC-BGA8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SLH9Z.html,,,,,,,
Intel,Atom,DF8064101050503 QAYE,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QA/QAYE.html,,,,,,,
Intel,Atom,DF8064101050503 QB0Y,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QB/QB0Y.html,,,,,,,
Intel,Atom,DF8064101050503 QCYB,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QC/QCYB.html,,,,,,,
Intel,Atom,DF8064101050503 SR0DA,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0DA.html,,,,,,,
Intel,Atom,DF8064101050503 SR0W1,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0W1.html,,,,,,,
Intel,Atom,DF8064101050506 QC3E,,,,,,,,,,,,,,,,,,,,,,2GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QC/QC3E.html,,,,,,,
Intel,Atom,DF8064101050706 QAYG,,,,,,,,,,,,,,,,,,,,,,1.6GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QA/QAYG.html,,,,,,,
Intel,Atom,DF8064101050706 QB0Z,,,,,,,,,,,,,,,,,,,,,,1.6GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QB/QB0Z.html,,,,,,,
Intel,Atom,DF8064101050706 QCYC,,,,,,,,,,,,,,,,,,,,,,1.6GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QC/QCYC.html,,,,,,,
Intel,Atom,DF8064101050706 SR0DB,,,,,,,,,,,,,,,,,,,,,,1.6GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0DB.html,,,,,,,
Intel,Atom,DF8064101055400 QB0V,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QB/QB0V.html,,,,,,,
Intel,Atom,DF8064101055400 QCYA,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QC/QCYA.html,,,,,,,
Intel,Atom,DF8064101055400 SR0D8,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0D8.html,,,,,,,
Intel,Atom,DF8064101055400 SR0W0,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0W0.html,,,,,,,
Intel,Atom,DF8064101055647 QB0W,,,,,,,,,,,,,,,,,,,,,,2.133GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QB/QB0W.html,,,,,,,
Intel,Atom,DF8064101055647 QB0X,,,,,,,,,,,,,,,,,,,,,,2.133GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QB/QB0X.html,,,,,,,
Intel,Atom,DF8064101055647 SR0D9,,,,,,,,,,,,,,,,,,,,,,2.133GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0D9.html,,,,,,,
Intel,Atom,DF8064101064907 QC3C,,,,,,,,,,,,,,,,,,,,,,1.7GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QC/QC3C.html,,,,,,,
Intel,Atom,DF8064101211300 QC36,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QC/QC36.html,,,,,,,
Intel,Atom,DF8064101211300 QCY8,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QC/QCY8.html,,,,,,,
Intel,Atom,DF8064101211300 SR0QB,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0QB.html,,,,,,,
Intel,Atom,DF8064101211300 SR0VY,,,,,,,,,,,,,,,,,,,,,,1.867GHz,,,,,,,,,,,,,,,,1024KiB,,,,,,,,,,,,,,,559-ball uFCBGA11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0VY.html,,,,,,,
Intel,Atom,DG8064001211503 SR0PR,,,,,,,,,,,,,,,,,,,,,,1.3GHz,,,,,,,,,,,,,,,,512KiB,,,,,,,,,,,,,,,617-ball FC-BGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SR/SR0PR.html,,,,,,,
Intel,Atom,DX4ODPR100 SZ959,,,,,,,,,,,,,,,,,,,,,,100MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ959.html,,,,,,,
Intel,Celeron,266/66 Q525 ES A4 (engineering sample),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel,Celeron,80524RX300128 SL2WM,,,,,,,,,,,,,,,,,,,,,,300MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL2WM.html,,,,,,,
Intel,Celeron,80524RX333128 SL2WN,,,,,,,,,,,,,,,,,,,,,,333MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL2WN.html,,,,,,,
Intel,Celeron,80524RX366128 SL376,,,,,,,,,,,,,,,,,,,,,,366MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL376.html,,,,,,,
Intel,Celeron,80524RX400128 SL39Z,,,,,,,,,,,,,,,,,,,,,,400MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL39Z.html,,,,,,,
Intel,Celeron,80524RX433128 SL3BC,,,,,,,,,,,,,,,,,,,,,,433MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL3BC.html,,,,,,,
Intel,Celeron,80531RC1.8G128 QJT4,,,,,,,,,,,,,,,,,,,,,,1800MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,FC-PGA2-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QJ/QJT4.html,,,,,,,
Intel,Celeron,80532RC041128 QPF7,,,,,,,,,,,,,,,,,,,,,,2000MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,FC-PGA2-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QP/QPF7.html,,,,,,,
Intel,Celeron,80532RC056128 QVW5,,,,,,,,,,,,,,,,,,,,,,2400MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,FC-PGA2-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QV/QVW5.html,,,,,,,
Intel,Celeron,80532RC056128 QWV8,,,,,,,,,,,,,,,,,,,,,,2400MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,FC-PGA2-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QW/QWV8.html,,,,,,,
Intel,Celeron,80532RC072128 QYF7,,,,,,,,,,,,,,,,,,,,,,2800MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,FC-PGA2-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QY/QYF7.html,,,,,,,
Intel,Celeron,80534RC033128 QPH9,,,,,,,,,,,,,,,,,,,,,,1800MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,FC-PGA2-478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/QP/QPH9.html,,,,,,,
Intel,Celeron,BX80523R266000 SL2QG,,,,,,,,,,,,,,,,,,,,,,266MHz,,,,,,,,,,,,,,,,0KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL2QG.html,,,,,,,
Intel,Celeron,BX80523R266000 SL2YN,,,,,,,,,,,,,,,,,,,,,,266MHz,,,,,,,,,,,,,,,,0KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL2YN.html,,,,,,,
Intel,Celeron,BX80523R300000 SL27Z,,,,,,,,,,,,,,,,,,,,,,300MHz,,,,,,,,,,,,,,,,0KiB,,,,,,,,,,,,,,,SEPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL27Z.html,,,,,,,
Intel,Celeron,BX80523R300000 SL2Y2,,,,,,,,,,,,,,,,,,,,,,300MHz,,,,,,,,,,,,,,,,0KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL2Y2.html,,,,,,,
Intel,Celeron,BX80523R300000 SL2Z7,,,,,,,,,,,,,,,,,,,,,,300MHz,,,,,,,,,,,,,,,,0KiB,,,,,,,,,,,,,,,SEPP Rev. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL2Z7.html,,,,,,,
Intel,Celeron,BX80524P300128 SL35Q,,,,,,,,,,,,,,,,,,,,,,300MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,370-pin PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL35Q.html,,,,,,,
Intel,Celeron,BX80524P333128 SL35R,,,,,,,,,,,,,,,,,,,,,,333MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,370-pin PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL35R.html,,,,,,,
Intel,Celeron,BX80524P366128 SL35S,,,,,,,,,,,,,,,,,,,,,,366MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,370-pin PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL35S.html,,,,,,,
Intel,Celeron,BX80524P400128 SL37X,,,,,,,,,,,,,,,,,,,,,,400MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,370-pin PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL37X.html,,,,,,,
Intel,Celeron,BX80524P433128 SL3BS,,,,,,,,,,,,,,,,,,,,,,433MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,370-pin PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL3BS.html,,,,,,,
Intel,Celeron,BX80524P466128 SL3FL,,,,,,,,,,,,,,,,,,,,,,466MHz,,,,,,,,,,,,,,,,128KiB,,,,,,,,,,,,,,,370-pin PPGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.cpu-world.com/sspec/SL/SL3FL.html,,,,,,,
